threshold,frequency,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.95,0.5,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01709794501888003
0.95,0.5,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029781006957084
0.95,0.5,0.032422084361314774,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047251531933
0.05,0.58,0.10088369250297546,9.961790084838867,,0.11787772923707962,0.8059760332107544,0.09672382473945618,0.1324787735939026,0.07616697996854782,0.9212315082550049,1.0,0.050819650292396545,-0.0031685829162597656,0.4982760548591614,0.050441815493104517
0.05,0.58,0.09570296853780746,10.19074535369873,0.5692998766899109,0.11213265359401703,0.8143597841262817,0.09341449290513992,0.13000616431236267,0.07289686799049377,0.9263316988945007,1.0,0.04899569973349571,-0.0009483098983764648,0.49942535161972046,0.04785145300071842
0.05,0.58,0.09765981137752533,10.102840423583984,,0.1126425564289093,0.8239598870277405,0.10616328567266464,0.14515593647956848,0.08368368446826935,0.9296432733535767,1.0,0.05605725571513176,0.01628255844116211,0.5065920948982239,0.04882987197051989
0.05,0.58,0.09255754202604294,10.335881233215332,,0.10809754580259323,0.8232720494270325,0.1029481589794159,0.14783944189548492,0.07896924018859863,0.9329347014427185,1.0,0.05426744744181633,0.014853954315185547,0.5059581398963928,0.04627875861139425
0.05,0.58,0.08364958316087723,10.775362014770508,,0.10115407407283783,0.8191800713539124,0.09869517385959625,0.16797861456871033,0.06987497210502625,0.9428687691688538,1.0,0.0519091822206974,0.016852498054504395,0.5066746473312378,0.04182479813801668
0.27499999999999997,0.58,0.030070286244153976,15.218624114990234,,0.047064464539289474,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151473286709
0.27499999999999997,0.58,0.029145147651433945,15.354336738586426,,0.04557497426867485,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583205231719
0.27499999999999997,0.58,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01709794506535521
0.27499999999999997,0.58,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01602978096742438
0.27499999999999997,0.58,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047246529713
0.49999999999999994,0.58,0.030070286244153976,15.218624114990234,,0.047064464539289474,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151465889485
0.49999999999999994,0.58,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583234941879
0.49999999999999994,0.58,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097945027974976
0.49999999999999994,0.58,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780904851146
0.49999999999999994,0.58,0.032422084361314774,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047229825325
0.725,0.58,0.030070288106799126,15.218623161315918,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151505422189
0.725,0.58,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583217843379
0.725,0.58,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01709794500654122
0.725,0.58,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780946566638
0.725,0.58,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01621104738283265
0.95,0.58,0.030070286244153976,15.218624114990234,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151471922466
0.95,0.58,0.029145147651433945,15.354336738586426,,0.045574966818094254,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01457258328114421
0.95,0.58,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097945036372644
0.95,0.58,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029781031210277
0.95,0.58,0.032422084361314774,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047348756915
0.05,0.66,0.9111786484718323,0.403964638710022,,0.928172767162323,0.1586247831583023,0.23794284462928772,0.13573916256427765,0.9631041884422302,0.03157699480652809,1.0,0.13503696024417877,-0.0014914274215698242,0.49067702889442444,0.45558941538911313
0.05,0.66,0.9104871153831482,0.4072619378566742,,0.9269167184829712,0.15534678101539612,0.23065324127674103,0.13097915053367615,0.9650439620018005,0.03307046368718147,1.0,0.1303606778383255,-0.0005092620849609375,0.4961617588996887,0.4552436277270317
0.05,0.66,0.9098844528198242,0.4101375341415405,,0.9248672127723694,0.1472311019897461,0.21732211112976074,0.12273358553647995,0.947687566280365,0.03295627981424332,1.0,0.12190768122673035,-0.004987478256225586,0.4869533181190491,0.45494229565374555
0.05,0.66,0.9062207341194153,0.4276600182056427,,0.9217607378959656,0.1558292955160141,0.22414016723632812,0.12706708908081055,0.9495511054992676,0.03888547420501709,1.0,0.12621501088142395,-0.003075838088989258,0.48779550194740295,0.4531103671237361
0.05,0.66,0.9003944993019104,0.45567163825035095,,0.9178988337516785,0.17051725089550018,0.2456698715686798,0.14100265502929688,0.9533421397209167,0.04129534959793091,1.0,0.14003628492355347,-0.0015749931335449219,0.49093860387802124,0.450197148200823
0.27499999999999997,0.66,0.03007139079272747,15.218464851379395,,0.04706556722521782,0.8636136651039124,1.4450843082158826e-05,0.5438596606254578,7.225517947517801e-06,0.9999990463256836,1.0,7.225473837024765e-06,1.0848045349121094e-05,0.5000030994415283,0.015035704266227967
0.27499999999999997,0.66,0.029146024957299232,15.354205131530762,,0.04557585343718529,0.8687980771064758,6.2995468397275545e-06,0.3333333432674408,3.1498032058152603e-06,0.9999990463256836,1.0,3.1497834243054967e-06,3.814697265625e-06,0.5000010132789612,0.014573022994911474
0.27499999999999997,0.66,0.03419611603021622,14.660231590270996,,0.04917900264263153,0.8750733733177185,9.160566150967497e-06,1.0,4.5803039938618895e-06,1.0,1.0,4.5803039938618895e-06,7.987022399902344e-06,0.5000022649765015,0.017098058028326098
0.27499999999999997,0.66,0.0320606529712677,14.940275192260742,,0.04760077968239784,0.8715843558311462,1.5347795851994306e-05,0.5438596606254578,7.674006155866664e-06,0.9999991059303284,1.0,7.673957043152768e-06,1.1742115020751953e-05,0.5000032782554626,0.016030333822332547
0.27499999999999997,0.66,0.03242318704724312,14.89144229888916,,0.0499277226626873,0.8583167195320129,1.3910602319811005e-05,0.5438596606254578,6.955390290386276e-06,0.9999991059303284,1.0,6.9553493631246965e-06,1.0311603546142578e-05,0.500002920627594,0.016211600083490516
0.49999999999999994,0.66,0.030070286244153976,15.218624114990234,,0.047064464539289474,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151453520357
0.49999999999999994,0.66,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583233001623
0.49999999999999994,0.66,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.0170979449614606
0.49999999999999994,0.66,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029781019599062
0.49999999999999994,0.66,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01621104725174415
0.725,0.66,0.030070286244153976,15.218624114990234,,0.047064464539289474,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151470982656
0.725,0.66,0.029145147651433945,15.354336738586426,,0.04557497426867485,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583238701123
0.725,0.66,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097944975012068
0.725,0.66,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01602978101347513
0.725,0.66,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047253472187
0.95,0.66,0.030070288106799126,15.218623161315918,,0.047064464539289474,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151506149784
0.95,0.66,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583228757315
0.95,0.66,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01709794498019619
0.95,0.66,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780948021828
0.95,0.66,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047304131043
0.05,0.74,0.9233759641647339,0.34621432423591614,,0.9403705596923828,0.14888115227222443,0.2398936152458191,0.13658292591571808,0.9847658276557922,0.01687367632985115,1.0,0.13629494607448578,0.00045353174209594727,0.4952562749385834,0.461688030573229
0.05,0.74,0.9314619898796082,0.3083486258983612,,0.9478921294212341,0.13763411343097687,0.23177331686019897,0.13122400641441345,0.9915095567703247,0.008686230517923832,1.0,0.13107670843601227,5.1856040954589844e-05,0.4974260926246643,0.4657310197129846
0.05,0.74,0.9303016662597656,0.31376200914382935,,0.9452850222587585,0.1303447037935257,0.22003495693206787,0.12389956414699554,0.9819212555885315,0.008771874941885471,1.0,0.12361755967140198,-0.0023453235626220703,0.49243801832199097,0.4651508567854762
0.05,0.74,0.9245855212211609,0.34052908420562744,,0.9401260614395142,0.14055347442626953,0.22634881734848022,0.12796694040298462,0.9790470004081726,0.017013153061270714,1.0,0.12761743366718292,-0.001027226448059082,0.4925101697444916,0.4622926741838455
0.05,0.74,0.9203357696533203,0.36053696274757385,,0.9378412365913391,0.1537795066833496,0.24724993109703064,0.14145275950431824,0.980889081954956,0.01724747195839882,1.0,0.14106398820877075,-0.0005359649658203125,0.49348071217536926,0.4601680159568787
0.27499999999999997,0.74,0.5503575801849365,2.593550205230713,,0.5673516392707825,0.4229486882686615,0.16805943846702576,0.10459650307893753,0.4273497462272644,0.42225363850593567,1.0,0.09173847734928131,-0.06541264057159424,0.41480839252471924,0.2751787551251861
0.27499999999999997,0.74,0.5672848224639893,2.4619882106781006,0.14339882135391235,0.5837146639823914,0.4087597131729126,0.1639004647731781,0.10061883926391602,0.4416898787021637,0.4037867784500122,1.0,0.08926556259393692,-0.06335735321044922,0.4170319736003876,0.283642393919096
0.27499999999999997,0.74,0.6061412692070007,2.1742613315582275,,0.6211243867874146,0.38309037685394287,0.16860133409500122,0.1013670489192009,0.5007099509239197,0.36629876494407654,1.0,0.09206151217222214,-0.04946541786193848,0.429297536611557,0.30307062108719646
0.27499999999999997,0.74,0.5911206007003784,2.2832388877868652,,0.6066609621047974,0.3947817385196686,0.17120788991451263,0.10386986285448074,0.48679018020629883,0.3812256157398224,1.0,0.0936180129647255,-0.051321983337402344,0.4221287667751312,0.29556028659329364
0.27499999999999997,0.74,0.5595768094062805,2.5214030742645264,,0.577081561088562,0.415130078792572,0.17624787986278534,0.11009328812360764,0.441608726978302,0.41075924038887024,1.0,0.09664026647806168,-0.06540846824645996,0.41573765873908997,0.2797883444742183
0.49999999999999994,0.74,0.030070288106799126,15.218623161315918,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01503515140401353
0.49999999999999994,0.74,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01457258321299274
0.49999999999999994,0.74,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097944946999632
0.49999999999999994,0.74,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780973214832
0.49999999999999994,0.74,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01621104723488818
0.725,0.74,0.030070286244153976,15.218624114990234,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151436937236
0.725,0.74,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01457258320668691
0.725,0.74,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097944939208295
0.725,0.74,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029781002318663
0.725,0.74,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047260323717
0.95,0.74,0.030070286244153976,15.218624114990234,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151456309475
0.95,0.74,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583252525443
0.95,0.74,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.017097944990412846
0.95,0.74,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780977610722
0.95,0.74,0.032422080636024475,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01621104723403932
0.05,0.8200000000000001,0.9235054850578308,0.34560519456863403,,0.9404998421669006,0.1488053947687149,0.2406597137451172,0.1369982659816742,0.9889953136444092,0.016118016093969345,1.0,0.1367897391319275,0.0014130473136901855,0.49715614318847656,0.4617526742241656
0.05,0.8200000000000001,0.9316257238388062,0.3075852692127228,,0.9480558633804321,0.13756173849105835,0.23247216641902924,0.13160234689712524,0.9954880475997925,0.008002110756933689,1.0,0.13152389228343964,0.0009216666221618652,0.4991596043109894,0.4658128540807714
0.05,0.8200000000000001,0.9300374984741211,0.3149954080581665,,0.9450206160545349,0.13071778416633606,0.22137582302093506,0.12463431060314178,0.9891818165779114,0.008161683566868305,1.0,0.12446465343236923,-0.000668644905090332,0.49583500623703003,0.4650186581071466
0.05,0.8200000000000001,0.9245375990867615,0.3407542109489441,,0.9400777220726013,0.14072170853614807,0.2277625948190689,0.12873876094818115,0.9867724776268005,0.016067923977971077,1.0,0.12851697206497192,0.0007393360137939453,0.49605703353881836,0.4622685881331563
0.05,0.8200000000000001,0.9202591776847839,0.3608984053134918,,0.9377641081809998,0.15397506952285767,0.2486211061477661,0.14220459759235382,0.9879003167152405,0.01631796360015869,1.0,0.1419573426246643,0.0012112259864807129,0.49667981266975403,0.4601295854896307
0.27499999999999997,0.8200000000000001,0.8703435063362122,0.6030930280685425,,0.8873375058174133,0.18759556114673615,0.229534313082695,0.13181716203689575,0.8872889280319214,0.07709616422653198,1.0,0.12964628636837006,-0.010434865951538086,0.47331753373146057,0.43517189976604037
0.27499999999999997,0.8200000000000001,0.870050311088562,0.6045562624931335,,0.886479914188385,0.18441365659236908,0.22258058190345764,0.12719787657260895,0.8898833394050598,0.07787724584341049,1.0,0.12522682547569275,-0.009093642234802246,0.4800058603286743,0.4350252658089933
0.27499999999999997,0.8200000000000001,0.8698353171348572,0.605629563331604,,0.8848180770874023,0.17726533114910126,0.2093876600265503,0.11897696554660797,0.8720878958702087,0.07807102054357529,1.0,0.1169363409280777,-0.01342308521270752,0.4706583023071289,0.434917786369139
0.27499999999999997,0.8200000000000001,0.8733537793159485,0.5880979299545288,,0.8888938426971436,0.17882327735424042,0.21590100228786469,0.12303699553012848,0.8803837895393372,0.07545813173055649,1.0,0.12101402133703232,-0.0121840238571167,0.46893182396888733,0.4366769997994803
0.27499999999999997,0.8200000000000001,0.8622081875801086,0.6438785791397095,,0.8797131776809692,0.19696372747421265,0.23728053271770477,0.13708823919296265,0.8816239833831787,0.08394598215818405,1.0,0.13461048901081085,-0.010537862777709961,0.47408223152160645,0.4311042408934251
0.49999999999999994,0.8200000000000001,0.29552775621414185,5.2940168380737305,,0.3125218152999878,0.6322401165962219,0.12219669669866562,0.09058854728937149,0.18768306076526642,0.7024469971656799,1.0,0.06507427990436554,-0.07570576667785645,0.43690168857574463,0.1477639056131011
0.49999999999999994,0.8200000000000001,0.3235442042350769,4.900663375854492,,0.33997398614883423,0.6095806360244751,0.12083075195550919,0.08574996143579483,0.2044878900051117,0.6707556247711182,1.0,0.06430009007453918,-0.07857227325439453,0.4314706325531006,0.1617721925167037
0.49999999999999994,0.8200000000000001,0.39490941166877747,4.035024642944336,,0.409892201423645,0.5597035884857178,0.138353168964386,0.09156140685081482,0.2829554080963135,0.599212646484375,1.0,0.07431762665510178,-0.0621490478515625,0.43763959407806396,0.1974547885331655
0.49999999999999994,0.8200000000000001,0.351159930229187,4.544950485229492,,0.3666999936103821,0.5932459235191345,0.13467344641685486,0.09264707565307617,0.24648214876651764,0.6443367600440979,1.0,0.07219831645488739,-0.06392717361450195,0.4354126453399658,0.17558003824572854
0.49999999999999994,0.8200000000000001,0.31877651810646057,4.965136528015137,,0.3362811207771301,0.610232949256897,0.13211797177791595,0.09650438278913498,0.20939067006111145,0.6764005422592163,1.0,0.07073143124580383,-0.07673609256744385,0.43380117416381836,0.15938830995655734
0.725,0.8200000000000001,0.03173172101378441,14.985063552856445,,0.04872588813304901,0.8621028065681458,0.001497568329796195,0.060211751610040665,0.0007582132238894701,0.9981310367584229,1.0,0.0007493452867493033,-0.0019010305404663086,0.4993820786476135,0.01586586289787998
0.725,0.8200000000000001,0.03165886551141739,14.99504566192627,,0.048088666051626205,0.8665025234222412,0.0023988226894289255,0.06133158504962921,0.0012233350425958633,0.9971725344657898,1.0,0.0012008516350761056,-0.0027469396591186523,0.4991304576396942,0.015829435294368092
0.725,0.8200000000000001,0.03682229295372963,14.33889102935791,,0.05180516466498375,0.872688353061676,0.0028245451394468546,0.06568463891744614,0.0014433047035709023,0.9970691204071045,1.0,0.001414269907400012,-0.002561211585998535,0.49922409653663635,0.01841114335590343
0.725,0.8200000000000001,0.03392692655324936,14.694554328918457,,0.04946703463792801,0.8699171543121338,0.002340033883228898,0.0773545652627945,0.0011879856465384364,0.9979122877120972,1.0,0.0011713874991983175,-0.0015506744384765625,0.49948665499687195,0.016963461565033436
0.725,0.8200000000000001,0.03425879403948784,14.652278900146484,,0.051763322204351425,0.8566369414329529,0.0017332046991214156,0.06453154981136322,0.0008783984812907875,0.9978981018066406,1.0,0.0008673539850860834,-0.0020799636840820312,0.499317467212677,0.017129398017598028
0.95,0.8200000000000001,0.030070288106799126,15.218623161315918,,0.047064460813999176,0.8636134266853333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.015035151483321466
0.95,0.8200000000000001,0.029145147651433945,15.354336738586426,,0.04557497054338455,0.8687984943389893,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.014572583218813506
0.95,0.8200000000000001,0.03419588506221771,14.660261154174805,,0.049178775399923325,0.8750727772712708,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01709794500936065
0.95,0.8200000000000001,0.03205954656004906,14.940425872802734,,0.0475996732711792,0.8715841770172119,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016029780946354422
0.95,0.8200000000000001,0.032422084361314774,14.891590118408203,,0.04992661625146866,0.8583165407180786,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016211047303039648
0.05,0.9,0.9235172271728516,0.34554997086524963,,0.9405115246772766,0.14879833161830902,0.24090230464935303,0.13713012635707855,0.9903168678283691,0.01590113341808319,1.0,0.13694651424884796,0.0017178058624267578,0.49777814745903015,0.4617585640090207
0.05,0.9,0.9316555261611938,0.30744633078575134,,0.9480854272842407,0.13753405213356018,0.23262161016464233,0.13168299198150635,0.9963539838790894,0.007839469239115715,1.0,0.13161958754062653,0.0011070966720581055,0.49955135583877563,0.4658277099176
0.05,0.9,0.9298969507217407,0.3156517446041107,,0.9448800683021545,0.13086184859275818,0.22176800668239594,0.12484977394342422,0.9912691712379456,0.008028325624763966,1.0,0.12471262365579605,-0.0001767873764038086,0.4968407452106476,0.46494838915920506
0.05,0.9,0.9244889616966248,0.34098267555236816,,0.9400291442871094,0.14077500998973846,0.22815540432929993,0.12895327806472778,0.9889160394668579,0.015813270583748817,1.0,0.12876716256141663,0.0012305974960327148,0.4970695674419403,0.46224428579832116
0.05,0.9,0.9202097654342651,0.36113160848617554,,0.9377147555351257,0.1540295034646988,0.24900215864181519,0.14241346716880798,0.989852786064148,0.01605907827615738,1.0,0.1422058641910553,0.0016968250274658203,0.49759531021118164,0.4601048694535469
0.27499999999999997,0.9,0.895086944103241,0.4813477396965027,,0.9120811820030212,0.17129561305046082,0.23628820478916168,0.1351284235715866,0.9399626851081848,0.049903504550457,1.0,0.13397212326526642,-0.0028890371322631836,0.48656710982322693,0.44754360188574843
