threshold,sigmas,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.7000000000000001,"range(1, 5)",0.03539636731147766,14.510412216186523,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193551623262
0.7000000000000001,"range(1, 5)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347777478956
0.8,"range(1, 5)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363360647615
0.8,"range(1, 5)",0.03539636731147766,14.510412216186523,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193578689826
0.8,"range(1, 5)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534780931127
0.9,"range(1, 5)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363383312223
0.9,"range(1, 5)",0.03539636358618736,14.51041316986084,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193563264793
0.9,"range(1, 5)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534779086672
0.1,"range(2, 8, 2)",0.09582865983247757,10.18504524230957,,0.11310116946697235,0.806795060634613,0.12232160568237305,0.15908250212669373,0.09936115890741348,0.9176768660545349,1.0,0.06514513492584229,0.020242035388946533,0.5056817531585693,0.04791433501408632
0.1,"range(2, 8, 2)",0.10342788696289062,9.853622436523438,0.6627911329269409,0.11642462760210037,0.8400378227233887,0.24954305589199066,0.2633119821548462,0.23714256286621094,0.9161930680274963,1.0,0.14255881309509277,0.16029495000839233,0.576667845249176,0.05171395158220548
0.1,"range(2, 8, 2)",0.03805091977119446,14.196348190307617,,0.056652601808309555,0.8555576801300049,0.17943239212036133,0.604886531829834,0.1053401455283165,0.9878650307655334,1.0,0.09855849295854568,0.14124184846878052,0.5466187596321106,0.019025464433964436
0.2,"range(2, 8, 2)",0.028590142726898193,15.437835693359375,,0.045862652361392975,0.862683892250061,0.010195941664278507,0.21891863644123077,0.005219518207013607,0.9970811605453491,1.0,0.005124093499034643,0.003909885883331299,0.5010466575622559,0.014295071773069714
0.2,"range(2, 8, 2)",0.036480505019426346,14.379390716552734,0.8492158651351929,0.0494772307574749,0.8877174854278564,0.0377754345536232,0.4853578507900238,0.01965249516069889,0.9973677396774292,1.0,0.019251331686973572,0.029302597045898438,0.508510172367096,0.01824025972164236
0.2,"range(2, 8, 2)",0.03235530108213425,14.900544166564941,,0.05095699802041054,0.8513383269309998,0.02133040688931942,0.8171043992042542,0.01080625131726265,0.9995734095573425,1.0,0.010780176147818565,0.017485201358795166,0.5051873922348022,0.016177654420446407
0.30000000000000004,"range(2, 8, 2)",0.02630566619336605,15.799506187438965,,0.043578170239925385,0.8645052909851074,0.00010584724077489227,0.7932489514350891,5.292715286486782e-05,0.9999978542327881,1.0,5.2926421631127596e-05,8.791685104370117e-05,0.5000252723693848,0.013152836223291735
0.30000000000000004,"range(2, 8, 2)",0.035392023622989655,14.510945320129395,0.8579535484313965,0.0483887679874897,0.8878580331802368,0.0001591727341292426,0.8666666746139526,7.959367940202355e-05,0.9999984502792358,1.0,7.959270442370325e-05,0.0001385807991027832,0.5000390410423279,0.017696024210599716
0.30000000000000004,"range(2, 8, 2)",0.033030394464731216,14.81086254119873,,0.051632095128297806,0.8500820994377136,2.3409080313285813e-05,0.7796609997749329,1.1704715689120349e-05,0.999999463558197,1.0,1.1704676580848172e-05,1.895427703857422e-05,0.5000054836273193,0.01651520156707432
0.4,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363371015854
0.4,"range(2, 8, 2)",0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193560354413
0.4,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534774615596
0.5,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363353917353
0.5,"range(2, 8, 2)",0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819346460281
0.5,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347788647553
0.6,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363320775367
0.6,"range(2, 8, 2)",0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.0176981935693766
0.6,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347774277534
0.7000000000000001,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363399319328
0.7000000000000001,"range(2, 8, 2)",0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193553369494
0.7000000000000001,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347789338768
0.8,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363321612102
0.8,"range(2, 8, 2)",0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819355540676
0.8,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534775998028
0.9,"range(2, 8, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363410560683
0.9,"range(2, 8, 2)",0.03539636731147766,14.510412216186523,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819357636152
0.9,"range(2, 8, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347784536637
0.1,"range(1, 10, 2)",0.096758171916008,10.143123626708984,,0.11403069645166397,0.8068935871124268,0.12882079184055328,0.16570474207401276,0.1053672656416893,0.9168494939804077,1.0,0.06884471327066422,0.026246249675750732,0.5083099007606506,0.04837908292716747
0.1,"range(1, 10, 2)",0.10588942468166351,9.751473426818848,0.6584001779556274,0.11888614296913147,0.8403311371803284,0.26627805829048157,0.27471593022346497,0.25834304094314575,0.9138453602790833,1.0,0.15358752012252808,0.17679119110107422,0.5860942006111145,0.05294470195862232
0.1,"range(1, 10, 2)",0.04129920154809952,13.840582847595215,,0.059900909662246704,0.8546305894851685,0.20014995336532593,0.5714763402938843,0.12132013589143753,0.9839562773704529,1.0,0.11120367795228958,0.15582513809204102,0.5525662899017334,0.020649612459565106
0.2,"range(1, 10, 2)",0.028365790843963623,15.472050666809082,,0.04563829302787781,0.8628512620925903,0.008928068913519382,0.21418368816375732,0.004559054970741272,0.9973782896995544,1.0,0.004484051838517189,0.0032984018325805664,0.5008830428123474,0.014182895035867324
0.2,"range(1, 10, 2)",0.035793982446193695,14.461899757385254,0.8514195084571838,0.04879069700837135,0.888395369052887,0.04526994749903679,0.5573886632919312,0.023593062534928322,0.9976334571838379,1.0,0.023159179836511612,0.036493778228759766,0.5106132626533508,0.017896998296200763
0.2,"range(1, 10, 2)",0.03187777101993561,14.965119361877441,,0.0504794605076313,0.8518444895744324,0.02826867811381817,0.8463094234466553,0.014374407939612865,0.9995396137237549,1.0,0.014336982741951942,0.02337813377380371,0.5069593191146851,0.015938887065770024
0.30000000000000004,"range(1, 10, 2)",0.026307687163352966,15.799172401428223,,0.04358018934726715,0.8645032644271851,0.00010471976565895602,0.6503496766090393,5.236409924691543e-05,0.9999955892562866,1.0,5.236262586549856e-05,8.285045623779297e-05,0.5000237822532654,0.013153847172491288
0.30000000000000004,"range(1, 10, 2)",0.03539533540606499,14.510539054870605,0.8579376935958862,0.048392072319984436,0.8878538012504578,0.00012652123405132443,0.6503496766090393,6.326677248580381e-05,0.9999957084655762,1.0,6.326461880235001e-05,0.00010466575622558594,0.5000295042991638,0.017697677365504205
0.30000000000000004,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347757651972
0.4,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363371088613
0.4,"range(1, 10, 2)",0.03539636358618736,14.51041316986084,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819359702524
0.4,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347835941278
0.5,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363401684015
0.5,"range(1, 10, 2)",0.03539636731147766,14.510412216186523,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193544638342
0.5,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347819388473
0.6,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363317901364
0.6,"range(1, 10, 2)",0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193550750148
0.6,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534780232635
0.7000000000000001,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363301566838
0.7000000000000001,"range(1, 10, 2)",0.03539636731147766,14.510412216186523,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193478572648
0.7000000000000001,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347719962513
0.8,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01315436333212586
0.8,"range(1, 10, 2)",0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193506221288
0.8,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347743209195
0.9,"range(1, 10, 2)",0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363364976808
0.9,"range(1, 10, 2)",0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193563264793
0.9,"range(1, 10, 2)",0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347840052194
