threshold,nscale,norient,minWaveLength,mult,sigmaOnf,k,cutOff,g,noiseMethod,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.95,3,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363401065558
0.95,3,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819357083179
0.95,3,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347801416856
0.05,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.24852417409420013,6.046313285827637,,0.26579660177230835,0.6826724410057068,0.1755501627922058,0.1354643702507019,0.2493305206298828,0.7505935430526733,1.0,0.09622087329626083,-5.614757537841797e-05,0.49772146344184875,0.12426205866038799
0.05,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.27380040287971497,5.625658988952637,0.1254824548959732,0.28679701685905457,0.6909337639808655,0.20810556411743164,0.14600850641727448,0.36211007833480835,0.7324694395065308,1.0,0.11613717675209045,0.05744081735610962,0.5472897291183472,0.13690014896914363
0.05,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.17841705679893494,7.485635757446289,,0.19701866805553436,0.744728147983551,0.21897509694099426,0.2022639364004135,0.23869629204273224,0.8339712619781494,1.0,0.12294892221689224,0.06764942407608032,0.5375035405158997,0.08920851147733629
0.27499999999999997,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.038463715463876724,14.149487495422363,,0.055736180394887924,0.8540353178977966,0.025340193882584572,0.1330663561820984,0.014003454707562923,0.9857003092765808,1.0,0.01283268816769123,-0.00047576427459716797,0.5003969669342041,0.019231854984048034
0.27499999999999997,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.04716958478093147,13.263379096984863,0.6970165371894836,0.06016622856259346,0.8787342309951782,0.0548449270427227,0.21781495213508606,0.031372155994176865,0.9857693910598755,1.0,0.028195656836032867,0.027379333972930908,0.5085707902908325,0.023584784679114817
0.27499999999999997,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03844569995999336,14.151521682739258,,0.057047367095947266,0.8465519547462463,0.03365505859255791,0.301144003868103,0.017823481932282448,0.9927054047584534,1.0,0.01711554266512394,0.017188429832458496,0.5061095952987671,0.019222854494530685
0.49999999999999994,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.026671994477510452,15.739444732666016,,0.04394450783729553,0.8641616702079773,0.00037672690814360976,0.06571988016366959,0.00018890488718170673,0.9995790123939514,1.0,0.00018839894619304687,-0.00040030479431152344,0.4999888837337494,0.013336002922135442
0.49999999999999994,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.0355265773832798,14.494464874267578,0.854108989238739,0.04852334037423134,0.8877536654472351,0.000800725887529552,0.24080882966518402,0.0004010296834167093,0.9998403191566467,1.0,0.0004005233058705926,0.0004280209541320801,0.5001206994056702,0.01776330132241128
0.49999999999999994,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.033353179693222046,14.76862621307373,,0.051954880356788635,0.8497952818870544,0.0006406010361388326,0.1260739266872406,0.000321116327540949,0.9996074438095093,1.0,0.00032040313817560673,-0.00012123584747314453,0.5000723004341125,0.016676591678353937
0.725,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.02631596103310585,15.797806739807129,,0.04358846694231033,0.8644931316375732,3.94116977986414e-06,0.036269430071115494,1.9706919829332037e-06,0.999991774559021,1.0,1.9705887552845525e-06,-1.0728836059570312e-05,0.49999913573265076,0.013157983663570696
0.725,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.0353965163230896,14.510394096374512,0.8579509854316711,0.048393260687589645,0.8878503441810608,6.802864618293825e-07,0.1666666716337204,3.4014391303571756e-07,0.9999998211860657,1.0,3.4014334460152895e-07,1.7881393432617188e-07,0.5000000596046448,0.017698269810643978
0.725,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03303777426481247,14.809891700744629,,0.05163947492837906,0.8500741720199585,4.0710074244998395e-06,0.04188481718301773,2.0356026197987376e-06,0.9999917149543762,1.0,2.0355078049760778e-06,-1.0609626770019531e-05,0.49999916553497314,0.016518891855469186
0.95,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363362139185
0.95,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193546093536
0.95,3,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347791266895
0.05,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.14236018061637878,8.466114044189453,,0.1596326380968094,0.7682026028633118,0.13258640468120575,0.13448460400104523,0.13074104487895966,0.868117094039917,1.0,0.07100002467632294,-0.0011554956436157227,0.49817273020744324,0.07118008355144412
0.05,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.16075821220874786,7.938267707824707,0.2379537969827652,0.17375484108924866,0.7853545546531677,0.18255294859409332,0.15932512283325195,0.21370936930179596,0.8575623631477356,1.0,0.10044471174478531,0.06202322244644165,0.5356358289718628,0.08037907524500042
0.05,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.0924326702952385,10.341744422912598,,0.1110343188047409,0.8091182112693787,0.1617487519979477,0.23672741651535034,0.1228412464261055,0.9301490187644958,1.0,0.08799055218696594,0.06608277559280396,0.5277838110923767,0.04621631463756785
0.27499999999999997,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.029611922800540924,15.285333633422852,,0.04688442870974541,0.8616093993186951,0.007170173339545727,0.12846411764621735,0.003688008990138769,0.9960783123970032,1.0,0.0035979857202619314,-0.00039565563201904297,0.5001335144042969,0.014805960605465436
0.27499999999999997,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.0384434312582016,14.151777267456055,0.7947690486907959,0.05144013091921806,0.8855007886886597,0.016759000718593597,0.22686153650283813,0.008700881153345108,0.9962544441223145,1.0,0.008450309745967388,0.008544981479644775,0.5024776458740234,0.019221713338338303
0.27499999999999997,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03477521613240242,14.587300300598145,,0.05337689071893692,0.8488473296165466,0.010438604280352592,0.2819046378135681,0.005317757371813059,0.9976110458374023,1.0,0.0052466862834990025,0.004914522171020508,0.5017827153205872,0.017387608899173422
0.49999999999999994,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.026371890679001808,15.788586616516113,,0.043644391000270844,0.8644407391548157,5.515223165275529e-05,0.056064072996377945,2.7589685487328097e-05,0.9999271631240845,1.0,2.7576876163948327e-05,-7.82012939453125e-05,0.49999698996543884,0.013185948569828389
0.49999999999999994,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03541117161512375,14.50859546661377,0.8574011325836182,0.0484078973531723,0.8878406286239624,0.00011290512338746339,0.28135591745376587,5.646389035973698e-05,0.9999817609786987,1.0,5.645574856316671e-05,6.794929504394531e-05,0.5000191330909729,0.017705592228739988
0.49999999999999994,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03309071063995361,14.802937507629395,,0.051692403852939606,0.8500275611877441,0.00010376804857514799,0.11295680701732635,5.190786760067567e-05,0.9999281167984009,1.0,5.188671639189124e-05,-3.3974647521972656e-05,0.5000100135803223,0.016545357502457256
0.725,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.026309406384825706,15.79888916015625,,0.04358191043138504,0.8644992709159851,0.0,0.0,0.0,0.9999992251396179,1.0,0.0,-1.430511474609375e-06,0.4999998211860657,0.013154706697844297
0.725,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03539640083909035,14.510407447814941,0.8579550385475159,0.04839314520359039,0.8878505229949951,6.802871439504088e-07,0.3333333432674408,3.4014391303571756e-07,0.9999999403953552,1.0,3.401436856620421e-07,4.172325134277344e-07,0.5000001192092896,0.017698212548857555
0.725,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03303125873208046,14.810748100280762,,0.05163295567035675,0.8500802516937256,5.088984948997677e-07,0.05882352963089943,2.544503274748422e-07,0.9999992847442627,1.0,2.544493042933027e-07,-7.152557373046875e-07,0.4999999701976776,0.016515633943474887
0.95,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363390951978
0.95,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193513497246
0.95,3,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0165153478078197
0.05,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.3535435199737549,4.515571117401123,,0.3708159625530243,0.6008478403091431,0.20617681741714478,0.14111624658107758,0.3825473189353943,0.6350638270378113,1.0,0.11493708938360214,0.01023101806640625,0.5055781006813049,0.17677173670381308
0.05,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.3716845214366913,4.29825496673584,0.08292800933122635,0.38468116521835327,0.6090958118438721,0.22115878760814667,0.14239788055419922,0.4948781132698059,0.6235232949256897,1.0,0.12432744354009628,0.05688750743865967,0.5592007040977478,0.18584227621555327
0.05,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.2508600354194641,6.005684852600098,,0.26946181058883667,0.6936558485031128,0.25744396448135376,0.20220011472702026,0.3542223572731018,0.7535178661346436,1.0,0.14773927628993988,0.08226817846298218,0.5554869174957275,0.12543003797531127
0.27499999999999997,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.04983867332339287,13.024334907531738,,0.06711117923259735,0.8447985649108887,0.04943617060780525,0.1453135907649994,0.02978447452187538,0.9725422859191895,1.0,0.02534455433487892,0.0034999847412109375,0.5014936327934265,0.024919358701465746
0.27499999999999997,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.05888007953763008,12.300315856933594,0.628735363483429,0.07187679409980774,0.8698550462722778,0.09765706956386566,0.21952693164348602,0.06279601156711578,0.9717993140220642,1.0,0.051335155963897705,0.050275325775146484,0.517297625541687,0.02944005352735985
0.27499999999999997,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.0412391796708107,13.846899032592773,,0.05984087288379669,0.8456953167915344,0.06279261410236359,0.35107532143592834,0.03447980061173439,0.9887602925300598,1.0,0.032413989305496216,0.03696972131729126,0.5126278400421143,0.020619592367459184
0.49999999999999994,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.02687755972146988,15.706101417541504,,0.04415004700422287,0.8639839291572571,0.0009481740416958928,0.10004138946533203,0.0004763443721458316,0.9993283748626709,1.0,0.00047431187704205513,-0.00033652782440185547,0.5000104904174805,0.013438778389556894
0.49999999999999994,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03578539937734604,14.462940216064453,0.8474513292312622,0.048782121390104294,0.8875787854194641,0.0030284107197076082,0.27846211194992065,0.0015224842354655266,0.9995017051696777,1.0,0.0015165016520768404,0.001810908317565918,0.5005121231079102,0.01789270407287404
0.49999999999999994,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03344104439020157,14.757200241088867,,0.05204273760318756,0.8497731685638428,0.002149703912436962,0.2563141882419586,0.0010793783003464341,0.9994477033615112,1.0,0.0010760085424408317,0.0008934140205383301,0.5003785490989685,0.016720524199283892
0.725,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.026312990114092827,15.798296928405762,,0.04358549416065216,0.8644956946372986,1.689108785285498e-06,0.025641025975346565,8.445822459179908e-07,0.9999949932098389,1.0,8.445551316071942e-07,-7.152557373046875e-06,0.49999940395355225,0.013156498302253232
0.725,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03539679944515228,14.510358810424805,0.8579354882240295,0.04839353635907173,0.8878501057624817,2.0408524505910464e-06,0.1875,1.0204317959505715e-06,0.999999463558197,1.0,1.0204272484770627e-06,8.344650268554688e-07,0.5000002384185791,0.017698409684526267
0.725,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03303496912121773,14.810260772705078,,0.05163666605949402,0.8500766754150391,1.0177718650083989e-06,0.017543859779834747,5.089006549496844e-07,0.9999949932098389,1.0,5.088861598778749e-07,-7.62939453125e-06,0.4999992847442627,0.016517489120399326
0.95,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.01315436332688717
0.95,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193631367758
0.95,4,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347767983832
0.05,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.21224336326122284,6.731658935546875,,0.22951582074165344,0.7136126756668091,0.17507432401180267,0.1435745507478714,0.22428077459335327,0.7903096079826355,1.0,0.09593504667282104,0.011794865131378174,0.5050957202911377,0.10612166963983327
0.05,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.2299109250307083,6.384403705596924,0.17836402356624603,0.24290752410888672,0.7281996011734009,0.20917685329914093,0.15524646639823914,0.32052135467529297,0.7796957492828369,1.0,0.11680486798286438,0.06840479373931885,0.5501085519790649,0.11495545190759003
0.05,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.13270607590675354,8.77109146118164,,0.15130770206451416,0.7822932600975037,0.21716824173927307,0.23558154702186584,0.20142467319965363,0.8847345113754272,1.0,0.12181083858013153,0.09163039922714233,0.5447487831115723,0.06635302660055459
0.27499999999999997,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03302329406142235,14.811795234680176,,0.050295744091272354,0.8588268160820007,0.016719726845622063,0.14866332709789276,0.008857978507876396,0.9920492768287659,1.0,0.008430339395999908,0.0015033483505249023,0.5006569027900696,0.016511638254981
0.27499999999999997,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.04204797372221947,13.762548446655273,0.7549018263816833,0.05504462867975235,0.8828917145729065,0.038889918476343155,0.24432364106178284,0.021126339212059975,0.9917462468147278,1.0,0.01983056403696537,0.02142113447189331,0.5064363479614258,0.02102397974464111
0.27499999999999997,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.0356932058930397,14.474143981933594,,0.0542948916554451,0.8486355543136597,0.024124814197421074,0.36068275570869446,0.012479770928621292,0.9960988163948059,1.0,0.012209685519337654,0.014239966869354248,0.5046640038490295,0.017846601741278056
0.49999999999999994,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.026391854509711266,15.785300254821777,,0.0436643548309803,0.8644241094589233,0.00013785222836304456,0.09883017092943192,6.897421553730965e-05,0.9999014139175415,1.0,6.893086538184434e-05,-5.125999450683594e-05,0.5000054836273193,0.013195928963489343
0.49999999999999994,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03545212373137474,14.50357723236084,0.8560584187507629,0.048448849469423294,0.8878111243247986,0.00043708045268431306,0.27739429473876953,0.00021871253557037562,0.9999279975891113,1.0,0.00021858800027985126,0.00026041269302368164,0.5000733733177185,0.017726069218770135
0.49999999999999994,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03311210870742798,14.800130844116211,,0.051713813096284866,0.850013256072998,0.0003025679325219244,0.2009456306695938,0.00015139795141294599,0.999893844127655,1.0,0.0001513068564236164,7.68899917602539e-05,0.5000428557395935,0.016556057052205354
0.725,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.026308948174118996,15.798964500427246,,0.04358145222067833,0.8644997477531433,0.0,0.0,0.0,0.9999997615814209,1.0,0.0,-4.76837158203125e-07,0.4999999403953552,0.013154477794908082
0.725,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.035396404564380646,14.510407447814941,0.8579562902450562,0.04839314520359039,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.4999999701976776,0.017698212632967624
0.725,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.033030953258275986,14.810789108276367,,0.051632653921842575,0.8500805497169495,0.0,0.0,0.0,0.9999996423721313,1.0,0.0,-5.960464477539062e-07,0.4999999403953552,0.016515481286462665
0.95,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363389314886
0.95,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.8579577803611755,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193528922275
0.95,4,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01651534780567329
0.05,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.11050751060247421,9.566081047058105,,0.127780020236969,0.7957078814506531,0.1238275021314621,0.1478133201599121,0.10653926432132721,0.9037268161773682,1.0,0.0660000592470169,0.011636078357696533,0.5040850043296814,0.055253754683362785
0.05,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.12409093976020813,9.06259822845459,0.35010311007499695,0.1370876580476761,0.8163948655128479,0.1748110055923462,0.1762353926897049,0.17340944707393646,0.897614061832428,1.0,0.09577693045139313,0.07152450084686279,0.5355117321014404,0.062045470871962605
0.05,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.0678328275680542,11.685600280761719,,0.086434505879879,0.8288647532463074,0.14700563251972198,0.29080817103385925,0.09836490452289581,0.9576948285102844,1.0,0.07933409512042999,0.07706046104431152,0.5291967988014221,0.0339164167366107
0.27499999999999997,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.02785893715918064,15.55035400390625,,0.04513143375515938,0.8631711006164551,0.004088170360773802,0.14855021238327026,0.002072604838758707,0.9981380701065063,1.0,0.0020482721738517284,0.0003605484962463379,0.5001823306083679,0.013929468101107552
0.27499999999999997,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03711102902889252,14.304969787597656,0.8252274990081787,0.05010775476694107,0.8865571022033691,0.010820365510880947,0.24482208490371704,0.005532440729439259,0.9978443384170532,1.0,0.005439612083137035,0.005892932415008545,0.5016883611679077,0.01855551582557382
0.27499999999999997,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03394920751452446,14.691702842712402,,0.052550915628671646,0.8494796752929688,0.007016664370894432,0.31943267583847046,0.0035472922027111053,0.9986671209335327,1.0,0.003520683851093054,0.003735780715942383,0.5012075304985046,0.016974616957579777
0.49999999999999994,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.02631940133869648,15.79723834991455,,0.043591905385255814,0.8644905090332031,2.139412572432775e-05,0.11692307889461517,1.0698041478462983e-05,0.9999873042106628,1.0,1.0697177458496299e-05,-3.4570693969726562e-06,0.5000016093254089,0.013159702509167466
0.49999999999999994,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.035401489585638046,14.509783744812012,0.8577219247817993,0.04839823395013809,0.8878468871116638,7.618399831699207e-05,0.3522012531757355,3.809612098848447e-05,0.9999911785125732,1.0,3.809345071204007e-05,5.1856040954589844e-05,0.5000146627426147,0.0177007545196102
0.49999999999999994,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03304123878479004,14.809436798095703,,0.05164293944835663,0.8500720262527466,5.6990247685462236e-05,0.24507658183574677,2.849843804142438e-05,0.9999845623970032,1.0,2.8495936930994503e-05,2.2113323211669922e-05,0.5000090003013611,0.016520620830654146
0.725,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363378109912
0.725,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03539636731147766,14.510412216186523,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193586256822
0.725,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347744991807
0.95,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.013154363343803772
0.95,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.017698193508258554
0.95,4,6,3,2.4,0.65,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347726219834
0.05,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.3138500452041626,5.032777786254883,,0.3311225175857544,0.6349806785583496,0.20854708552360535,0.1476539671421051,0.354915976524353,0.6788774728775024,1.0,0.11641226708889008,0.021229088306427002,0.5133591294288635,0.15692504435777666
0.05,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.3289257287979126,4.829021453857422,0.11236448585987091,0.341922402381897,0.6465307474136353,0.22808709740638733,0.1510339081287384,0.4656468331813812,0.6693792939186096,1.0,0.1287236511707306,0.07069545984268188,0.567513108253479,0.1644629095401615
0.05,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.20046985149383545,6.979508876800537,,0.21907153725624084,0.7367393374443054,0.27091047167778015,0.2316245436668396,0.3262450397014618,0.8091335892677307,1.0,0.15667811036109924,0.1158832311630249,0.56947922706604,0.10023492184467614
0.27499999999999997,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.038624659180641174,14.131352424621582,,0.05589713528752327,0.8544337749481201,0.031140640377998352,0.1586548089981079,0.01726466789841652,0.9856499433517456,1.0,0.015816589817404747,0.004668891429901123,0.501602053642273,0.01931232516190233
0.27499999999999997,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.04789048805832863,13.19750690460205,0.7106742858886719,0.060887183994054794,0.8786594867706299,0.06683947890996933,0.2430136650800705,0.03874851390719414,0.9847534894943237,1.0,0.03457523509860039,0.037138938903808594,0.5117509961128235,0.02394524126313627
0.27499999999999997,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.037565022706985474,14.25216293334961,,0.05616666376590729,0.8481398820877075,0.04518628865480423,0.3936759829521179,0.023968713358044624,0.9934896230697632,1.0,0.02311539277434349,0.028468430042266846,0.5092010498046875,0.018782509174509535
0.49999999999999994,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.026485862210392952,15.769858360290527,,0.043758369982242584,0.8643408417701721,0.0003727284201886505,0.12058930844068527,0.00018665267270989716,0.9997866153717041,1.0,0.00018639894551597536,-4.601478576660156e-05,0.5000174641609192,0.013242937898596785
0.49999999999999994,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03556950017809868,14.489221572875977,0.853451669216156,0.04856623336672783,0.8877244591712952,0.001169451279565692,0.25529709458351135,0.0005860679666511714,0.9997840523719788,1.0,0.0005850677844136953,0.0006560683250427246,0.5001850128173828,0.01778475431201514
0.49999999999999994,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03320267051458359,14.78826904296875,,0.05180436000227928,0.8499513268470764,0.0008712516282685101,0.25128206610679626,0.0004363823391031474,0.9997707009315491,1.0,0.0004358156584203243,0.0003516674041748047,0.500134289264679,0.016601333839919453
0.725,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.02630925364792347,15.798913955688477,,0.0435817576944828,0.8644994497299194,0.0,0.0,0.0,0.9999994039535522,1.0,0.0,-1.0728836059570312e-06,0.4999997615814209,0.013154630413503248
0.725,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03539660573005676,14.510382652282715,0.857948899269104,0.04839334636926651,0.8878503441810608,6.80286234455707e-07,0.1428571492433548,3.4014391303571756e-07,0.9999997615814209,1.0,3.4014323091469123e-07,1.7881393432617188e-07,0.5000000596046448,0.017698314353765454
0.725,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.0330311581492424,14.810761451721191,,0.051632851362228394,0.8500804305076599,5.088990064905374e-07,0.07692307978868484,2.544503274748422e-07,0.999999463558197,1.0,2.544495600886876e-07,-4.76837158203125e-07,0.49999991059303284,0.016515582994782226
0.95,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.02630872093141079,15.799001693725586,,0.04358122497797012,0.8644999861717224,0.0,0.0,0.0,1.0,1.0,0.0,-1.1920928955078125e-07,0.5,0.0131543634008109
0.95,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.03539636358618736,14.51041316986084,0.857957661151886,0.04839310795068741,0.8878505229949951,0.0,0.0,0.0,1.0,1.0,0.0,5.960464477539063e-08,0.5,0.01769819354842184
0.95,5,6,3,2.4,0.45,2.0,0.35,10.0,-1,0.033030685037374496,14.810823440551758,,0.051632385700941086,0.8500808477401733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.016515347779770883
0.05,5,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.16869373619556427,7.729010105133057,,0.18596616387367249,0.7509090900421143,0.16960245370864868,0.15466724336147308,0.1877303570508957,0.8391806483268738,1.0,0.09265881031751633,0.024686038494110107,0.5115436315536499,0.08434685659478419
0.05,5,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.18300698697566986,7.375323295593262,0.2626248896121979,0.19600363075733185,0.7687028646469116,0.21019887924194336,0.1703263372182846,0.274445116519928,0.8311354517936707,1.0,0.11744259297847748,0.0833287239074707,0.5527902841567993,0.09150350398616865
0.05,5,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.09947586059570312,10.022822380065918,,0.11807753890752792,0.8096250891685486,0.21530355513095856,0.28176945447921753,0.17420968413352966,0.921686053276062,1.0,0.12063875794410706,0.11378288269042969,0.5494165420532227,0.049737916841404516
0.27499999999999997,5,6,3,2.4,0.55,2.0,0.35,10.0,-1,0.02932180091738701,15.328092575073242,,0.046594299376010895,0.8619775176048279,0.00810963660478592,0.15454460680484772,0.004164071753621101,0.9964295029640198,1.0,0.004071326926350594,0.001006484031677246,0.500392735004425,0.014660901610498179
