threshold,frequency,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.1,0.25,0.027075154706835747,15.67428970336914,,0.04872387647628784,0.8338717222213745,1.0644789654179476e-06,0.0476190485060215,5.322453944245353e-07,0.9999978542327881,1.0,5.322397100826493e-07,-2.6226043701171875e-06,0.49999991059303284,0.013537571387119408
0.1,0.25,0.037584103643894196,14.249958038330078,,0.05447967350482941,0.8586116433143616,1.2507402971095871e-06,0.12727272510528564,6.25373218099412e-07,0.9999992847442627,1.0,6.253705464587256e-07,-1.1920928955078125e-07,0.5,0.018792049301339753
0.1,0.25,0.03711910545825958,14.304024696350098,,0.057542309165000916,0.8354169726371765,0.0,0.0,0.0,0.9999986886978149,1.0,0.0,-2.2649765014648438e-06,0.5,0.01855955465863066
0.1,0.7,0.8441240191459656,0.7359374165534973,,0.8657724857330322,0.24043899774551392,0.28908637166023254,0.17115561664104462,0.9296172261238098,0.10313895344734192,1.0,0.16896606981754303,0.011807024478912354,0.4869453012943268,0.4220621799464208
0.1,0.7,0.8697711825370789,0.605949878692627,,0.8866668939590454,0.19102606177330017,0.24009685218334198,0.1384340524673462,0.9039009809494019,0.07363685965538025,1.0,0.1364261656999588,-0.006787300109863281,0.47224047780036926,0.43488565517322697
0.1,0.7,0.8720528483390808,0.5945719480514526,,0.8924757838249207,0.20623774826526642,0.27767443656921387,0.16329370439052582,0.9270034432411194,0.06424301117658615,1.0,0.16122065484523773,-0.003041982650756836,0.4829162359237671,0.43602609442198487
0.7,0.45,0.027073316276073456,15.67458438873291,,0.048722043633461,0.8338733911514282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.013536652677808821
0.7,0.45,0.03758342191576958,14.250036239624023,,0.054478999227285385,0.8586122393608093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01879171162882084
0.7,0.45,0.03711794316768646,14.304160118103027,,0.057541146874427795,0.8354181051254272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018558973539080946
0.5,0.05,0.027073316276073456,15.67458438873291,,0.0487220399081707,0.8338733911514282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.013536652677742565
0.5,0.05,0.037583425641059875,14.250035285949707,,0.05447900667786598,0.8586122393608093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018791711667429187
0.5,0.05,0.03711794689297676,14.304160118103027,,0.0575411394238472,0.8354181051254272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018558973571310835
0.7,0.7,0.027073320001363754,15.674583435058594,,0.048722043633461,0.8338733911514282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.013536652684090959
0.7,0.7,0.037583425641059875,14.250035285949707,,0.05447900667786598,0.8586122393608093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018791711635193324
0.7,0.7,0.03711794316768646,14.304160118103027,,0.057541146874427795,0.8354181051254272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018558973607293094
0.5,0.25,0.027073316276073456,15.67458438873291,,0.0487220399081707,0.8338733911514282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01353665267194223
0.5,0.25,0.037583425641059875,14.250035285949707,,0.05447900667786598,0.8586122393608093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018791711601825106
0.5,0.25,0.03711794316768646,14.304160118103027,,0.057541146874427795,0.8354181051254272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018558973554265338
0.3,0.7,0.03489820286631584,14.571969032287598,,0.05654696375131607,0.8269883990287781,0.008274170570075512,0.08665873110294342,0.00434449128806591,0.9908778071403503,1.0,0.00415427191182971,-0.007709860801696777,0.49689343571662903,0.01744909219681036
0.3,0.7,0.05560155585408211,12.549129486083984,,0.07249710708856583,0.8431282639503479,0.025172848254442215,0.10368362069129944,0.01432542409747839,0.979607343673706,1.0,0.012746861204504967,-0.009479403495788574,0.4962523877620697,0.027800760517475404
0.3,0.7,0.05214763432741165,12.827652931213379,,0.07257086038589478,0.8227131962776184,0.021363515406847,0.11674606055021286,0.011757519096136093,0.9824758768081665,1.0,0.010797088965773582,-0.009025335311889648,0.4964636266231537,0.026073826127648244
0.7,0.05,0.027073316276073456,15.67458438873291,,0.048722043633461,0.8338733911514282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01353665262964174
0.7,0.05,0.03758342191576958,14.250036239624023,,0.054478999227285385,0.8586122393608093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.01879171165869563
0.7,0.05,0.03711794316768646,14.304160118103027,,0.0575411394238472,0.8354181051254272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.018558973542881597
0.9,0.9,0.02816718816757202,15.502564430236816,,0.049815915524959564,0.8329030275344849,0.001123718568123877,0.08114326745271683,0.0005657768924720585,0.9987236261367798,1.0,0.000562175118830055,-0.0011796951293945312,0.4995425343513489,0.01408359343333952
0.9,0.9,0.04126949980854988,13.843707084655762,,0.058165062218904495,0.8554023504257202,0.005181517452001572,0.09502196311950684,0.002663375111296773,0.9958230257034302,1.0,0.0025974882300943136,-0.0025478601455688477,0.49909666180610657,0.02063474741012124
0.9,0.9,0.040163129568099976,13.961723327636719,,0.060586318373680115,0.8328319787979126,0.004497495945543051,0.11301175504922867,0.002294402802363038,0.9964523911476135,1.0,0.002253816230222583,-0.0020657777786254883,0.49923914670944214,0.02008157006488223
