threshold,sigma,low_threshold,high_threshold,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.05,0.5,0.1,0.3,0.8685877323150635,0.6118630170822144,,0.8858593702316284,0.1974228322505951,0.24118837714195251,0.13831371068954468,0.9413254857063293,0.08082498610019684,1.0,0.1371314376592636,0.006424307823181152,0.5063439011573792,0.4342937096953392
0.05,0.5,0.1,0.3,0.846518874168396,0.7236335277557373,0.033623769879341125,0.8595148324966431,0.1960248202085495,0.20386569201946259,0.11466731131076813,0.9178528785705566,0.10484656691551208,1.0,0.11350247263908386,0.005591154098510742,0.5113496780395508,0.42325929235899823
0.05,0.5,0.1,0.3,0.8518275618553162,0.6964831352233887,,0.8704296946525574,0.21965835988521576,0.264680951833725,0.15411174297332764,0.9367950558662415,0.09318508952856064,1.0,0.15252581238746643,0.009697556495666504,0.510683536529541,0.4259139957674779
0.27499999999999997,0.5,0.1,0.3,0.8685877323150635,0.6118630170822144,,0.8858593702316284,0.1974228322505951,0.24118837714195251,0.13831371068954468,0.9413254857063293,0.08082498610019684,1.0,0.1371314376592636,0.006424307823181152,0.5063439011573792,0.4342937099933624
0.27499999999999997,0.5,0.1,0.3,0.8465187549591064,0.7236341238021851,0.03362376615405083,0.8595148324966431,0.1960248202085495,0.20386569201946259,0.11466731131076813,0.9178528785705566,0.10484656691551208,1.0,0.11350247263908386,0.005591154098510742,0.5113496780395508,0.42325929256388917
0.27499999999999997,0.5,0.1,0.3,0.8518275618553162,0.6964831352233887,,0.8704297542572021,0.21965835988521576,0.264680951833725,0.15411174297332764,0.9367950558662415,0.09318508952856064,1.0,0.15252581238746643,0.009697556495666504,0.510683536529541,0.4259139969618991
0.49999999999999994,0.5,0.1,0.3,0.8685877323150635,0.6118630170822144,,0.8858593106269836,0.1974228322505951,0.24118837714195251,0.13831371068954468,0.9413254857063293,0.08082498610019684,1.0,0.1371314376592636,0.006424307823181152,0.5063439011573792,0.4342937088385224
0.49999999999999994,0.5,0.1,0.3,0.846518874168396,0.7236335277557373,0.033623769879341125,0.8595148324966431,0.1960248202085495,0.20386569201946259,0.11466731131076813,0.9178528785705566,0.10484656691551208,1.0,0.11350247263908386,0.005591154098510742,0.5113496780395508,0.4232592932903208
0.49999999999999994,0.5,0.1,0.3,0.8518275618553162,0.6964831352233887,,0.8704297542572021,0.21965835988521576,0.264680951833725,0.15411174297332764,0.9367950558662415,0.09318508952856064,1.0,0.15252581238746643,0.009697556495666504,0.510683536529541,0.4259139955439605
0.725,0.5,0.1,0.3,0.8685877323150635,0.6118630170822144,,0.8858593106269836,0.1974228322505951,0.24118837714195251,0.13831371068954468,0.9413254857063293,0.08082498610019684,1.0,0.1371314376592636,0.006424307823181152,0.5063439011573792,0.43429371137171985
0.725,0.5,0.1,0.3,0.8465187549591064,0.7236341238021851,0.03362376615405083,0.8595148324966431,0.1960248202085495,0.20386569201946259,0.11466731131076813,0.9178528785705566,0.10484656691551208,1.0,0.11350247263908386,0.005591154098510742,0.5113496780395508,0.42325929273385554
0.725,0.5,0.1,0.3,0.8518275618553162,0.6964831352233887,,0.8704296946525574,0.21965835988521576,0.264680951833725,0.15411174297332764,0.9367950558662415,0.09318508952856064,1.0,0.15252581238746643,0.009697556495666504,0.510683536529541,0.42591399655211715
0.95,0.5,0.1,0.3,0.8685877323150635,0.6118630170822144,,0.8858593702316284,0.1974228322505951,0.24118837714195251,0.13831371068954468,0.9413254857063293,0.08082498610019684,1.0,0.1371314376592636,0.006424307823181152,0.5063439011573792,0.4342937096953392
0.95,0.5,0.1,0.3,0.8465187549591064,0.7236341238021851,0.03362376615405083,0.8595148324966431,0.1960248202085495,0.20386569201946259,0.11466731131076813,0.9178528785705566,0.10484656691551208,1.0,0.11350247263908386,0.005591154098510742,0.5113496780395508,0.42325929273385554
0.95,0.5,0.1,0.3,0.8518273830413818,0.6964840292930603,,0.8704297542572021,0.21965835988521576,0.264680951833725,0.15411174297332764,0.9367950558662415,0.09318508952856064,1.0,0.15252581238746643,0.009697556495666504,0.510683536529541,0.42591399640077726
0.05,1.0,0.1,0.3,0.7646147012710571,1.1655734777450562,,0.7818872928619385,0.2780398428440094,0.23624134063720703,0.1378859132528305,0.8240309953689575,0.1924622654914856,1.0,0.13394199311733246,0.0053237080574035645,0.5039395093917847,0.3823073484748602
0.05,1.0,0.1,0.3,0.7327829003334045,1.350246787071228,0.07056763023138046,0.7457796335220337,0.2975388467311859,0.20996056497097015,0.12013281881809235,0.8323076963424683,0.22998909652233124,1.0,0.1172938197851181,0.017354309558868408,0.5311484336853027,0.36639137839432806
0.05,1.0,0.1,0.3,0.7208546996116638,1.421522617340088,,0.7394565343856812,0.3246678113937378,0.26655033230781555,0.15919552743434906,0.818539023399353,0.23756934702396393,1.0,0.15376873314380646,0.020737528800964355,0.5255353450775146,0.3604274018551223
0.27499999999999997,1.0,0.1,0.3,0.7646147012710571,1.1655734777450562,,0.7818872928619385,0.2780398428440094,0.23624134063720703,0.1378859132528305,0.8240309953689575,0.1924622654914856,1.0,0.13394199311733246,0.0053237080574035645,0.5039395093917847,0.3823073481582105
0.27499999999999997,1.0,0.1,0.3,0.7327829003334045,1.350246787071228,0.07056762278079987,0.7457796335220337,0.2975388467311859,0.20996056497097015,0.12013281881809235,0.8323076963424683,0.22998909652233124,1.0,0.1172938197851181,0.017354309558868408,0.5311484336853027,0.3663913786388002
0.27499999999999997,1.0,0.1,0.3,0.7208546996116638,1.421522617340088,,0.7394565343856812,0.3246678113937378,0.26655033230781555,0.15919552743434906,0.818539023399353,0.23756934702396393,1.0,0.15376873314380646,0.020737528800964355,0.5255353450775146,0.36042740039061755
0.49999999999999994,1.0,0.1,0.3,0.7646147012710571,1.1655734777450562,,0.7818872928619385,0.2780398428440094,0.23624134063720703,0.1378859132528305,0.8240309953689575,0.1924622654914856,1.0,0.13394199311733246,0.0053237080574035645,0.5039395093917847,0.38230734834447505
0.49999999999999994,1.0,0.1,0.3,0.7327829003334045,1.350246787071228,0.07056762278079987,0.7457796335220337,0.2975388467311859,0.20996056497097015,0.12013281881809235,0.8323076963424683,0.22998909652233124,1.0,0.1172938197851181,0.017354309558868408,0.5311484336853027,0.36639137886231765
0.49999999999999994,1.0,0.1,0.3,0.7208546996116638,1.421522617340088,,0.7394565343856812,0.3246678113937378,0.26655033230781555,0.15919552743434906,0.818539023399353,0.23756934702396393,1.0,0.15376873314380646,0.020737528800964355,0.5255353450775146,0.360427401768975
0.725,1.0,0.1,0.3,0.7646147012710571,1.1655734777450562,,0.7818872928619385,0.2780398428440094,0.23624134063720703,0.1378859132528305,0.8240309953689575,0.1924622654914856,1.0,0.13394199311733246,0.0053237080574035645,0.5039395093917847,0.3823073469661176
0.725,1.0,0.1,0.3,0.7327829003334045,1.350246787071228,0.07056761533021927,0.7457795739173889,0.2975388467311859,0.20996056497097015,0.12013281881809235,0.8323076963424683,0.22998909652233124,1.0,0.1172938197851181,0.017354309558868408,0.5311484336853027,0.36639137914869935
