threshold,sigma,low_threshold,high_threshold,mse,psnr,ssim,ae,acc,f1,prec,rec,spec,dice,iou,ck,roc_auc,loss
0.95,2,0.29,0.4,0.0930662751197815,10.312076568603516,,0.10996193438768387,0.8227817416191101,0.19449174404144287,0.27212944626808167,0.15132048726081848,0.9333513379096985,1.0,0.10772132873535156,0.10394519567489624,0.5442572236061096,0.04653313310917302
0.95,2,0.29,0.4,0.055361468344926834,12.567923545837402,,0.0757846087217331,0.8313308954238892,0.16211627423763275,0.44434890151023865,0.09914398938417435,0.9755757451057434,1.0,0.08820812404155731,0.10859066247940063,0.540528416633606,0.027680736867680522
0.27499999999999997,2,0.29,0.3,0.10870789736509323,9.637389183044434,,0.13035669922828674,0.7671884298324585,0.10132837295532227,0.1412290334701538,0.07900696247816086,0.9042898416519165,1.0,0.053368035703897476,-0.02028071880340576,0.4949450194835663,0.054353935125293344
0.27499999999999997,2,0.29,0.3,0.1153949424624443,9.378131866455078,,0.13229063153266907,0.8070089817047119,0.22092841565608978,0.2573472261428833,0.19353942573070526,0.9080290198326111,1.0,0.12418185919523239,0.11330175399780273,0.5524022579193115,0.057697479544437394
0.27499999999999997,2,0.29,0.3,0.06900084763765335,11.611454963684082,,0.08942405879497528,0.8241528272628784,0.20071206986904144,0.39836952090263367,0.1341509222984314,0.9600869417190552,1.0,0.11155083030462265,0.12844061851501465,0.5507453083992004,0.03450039805796145
0.05,0.5,0.1,0.3,0.8350152969360352,0.7830556631088257,,0.8566635847091675,0.2505313754081726,0.29441019892692566,0.17449642717838287,0.9412060976028442,0.1129331886768341,1.0,0.17261488735675812,0.019621074199676514,0.5046061277389526,0.4175076394138352
0.05,0.5,0.1,0.3,0.8367726802825928,0.7739250659942627,,0.8536677360534668,0.22437837719917297,0.2515229284763336,0.145631343126297,0.9217371940612793,0.10954418778419495,1.0,0.1438525766134262,0.009697258472442627,0.5013920068740845,0.418386178939998
0.05,0.5,0.1,0.3,0.8447405695915222,0.7327664494514465,,0.8651636242866516,0.23312875628471375,0.2872292995452881,0.1695510745048523,0.9388352036476135,0.09410078078508377,1.0,0.16769863665103912,0.011672496795654297,0.5095616579055786,0.4223702248619154
0.725,2,0.29,0.3,0.10870789736509323,9.637389183044434,,0.13035669922828674,0.7671884298324585,0.10132837295532227,0.1412290334701538,0.07900696247816086,0.9042898416519165,1.0,0.053368035703897476,-0.02028071880340576,0.4949450194835663,0.054353935019045084
0.725,2,0.29,0.3,0.1153949424624443,9.378131866455078,,0.13229063153266907,0.8070089817047119,0.22092841565608978,0.2573472261428833,0.19353942573070526,0.9080290198326111,1.0,0.12418185919523239,0.11330175399780273,0.5524022579193115,0.0576974795330657
0.725,2,0.29,0.3,0.06900084763765335,11.611454963684082,,0.08942405879497528,0.8241528272628784,0.20071206986904144,0.39836952090263367,0.1341509222984314,0.9600869417190552,1.0,0.11155083030462265,0.12844061851501465,0.5507453083992004,0.034500397929379374
0.95,0.5,0.29,0.3,0.7325770854949951,1.3514666557312012,,0.754225492477417,0.32283806800842285,0.28731662034988403,0.17409773170948029,0.8216509819030762,0.22346317768096924,1.0,0.16775815188884735,0.01812368631362915,0.5047105550765991,0.3662886072092054
0.95,0.5,0.29,0.3,0.7311318516731262,1.360042929649353,,0.7480268478393555,0.31215378642082214,0.2553671896457672,0.1507587879896164,0.8342041969299316,0.22618767619132996,1.0,0.14637301862239838,0.02087223529815674,0.5185154676437378,0.36556585260130314
0.95,0.5,0.29,0.3,0.7287307977676392,1.3743287324905396,,0.7491535544395447,0.3258039057254791,0.29145777225494385,0.17620672285556793,0.8425276875495911,0.2240065187215805,1.0,0.17058856785297394,0.026420891284942627,0.5289356112480164,0.3643652535708997
0.95,1.0,0.15,0.5,0.38105106353759766,4.1901679039001465,,0.40269938111305237,0.5771645307540894,0.25237107276916504,0.17866569757461548,0.42959144711494446,0.606564462184906,1.0,0.1444077044725418,0.023142516613006592,0.5137068033218384,0.19052544205498864
0.95,1.0,0.15,0.5,0.42916929721832275,3.673713445663452,,0.4460645318031311,0.5590959191322327,0.2654285728931427,0.17360985279083252,0.5633987188339233,0.5583873391151428,1.0,0.15302257239818573,0.06284964084625244,0.5551964044570923,0.21458459817819817
0.95,1.0,0.15,0.5,0.3785974979400635,4.218222618103027,,0.3990211486816406,0.5979071855545044,0.2979552745819092,0.20904920995235443,0.5184423923492432,0.6135622262954712,1.0,0.17505723237991333,0.08280211687088013,0.5663605332374573,0.18929881933692608
0.95,2,0.1,0.5,0.09168357402086258,10.377083778381348,,0.11333230882883072,0.7787107229232788,0.0754845067858696,0.12336236983537674,0.05437943711876869,0.9230141043663025,1.0,0.039222601801157,-0.029128074645996094,0.49144619703292847,0.04584176975649045
0.95,2,0.1,0.5,0.09686345607042313,10.138399124145508,,0.11375899612903595,0.8203964233398438,0.20127622783184052,0.27109551429748535,0.16005489230155945,0.9291349053382874,1.0,0.1118994653224945,0.10759711265563965,0.5462575554847717,0.04843171817799957
0.95,2,0.1,0.5,0.05496671795845032,12.59900188446045,,0.07538986951112747,0.8325195908546448,0.16896936297416687,0.46077901124954224,0.10345297306776047,0.9761496782302856,1.0,0.09228100627660751,0.11559295654296875,0.5428608059883118,0.027483363565143217
0.27499999999999997,1.5,0.1,0.4,0.22466416656970978,6.48466157913208,,0.24631282687187195,0.6869187951087952,0.20021283626556396,0.17391112446784973,0.23588766157627106,0.7767744660377502,1.0,0.11124251037836075,0.011081039905548096,0.50667405128479,0.11233204008542257
0.27499999999999997,1.5,0.1,0.4,0.263019323348999,5.80012321472168,,0.2799149453639984,0.6940568089485168,0.2704353928565979,0.20399722456932068,0.40105006098747253,0.7423062324523926,1.0,0.15636038780212402,0.10214585065841675,0.5696977972984314,0.13150962887785556
0.27499999999999997,1.5,0.1,0.4,0.19013869762420654,7.20929479598999,,0.21056191623210907,0.7429443597793579,0.2972594201564789,0.27020400762557983,0.3303358256816864,0.8242305517196655,1.0,0.1745770424604416,0.14188843965530396,0.580193042755127,0.09506935949860579
